Id,No,Major,Course,Score,Credit
873,253,1,94,79.0,3.5
874,343,1,31,90.0,1.0
875,389,2,37,92.0,2.0
876,484,2,49,69.0,1.0
877,146,0,133,93.0,2.5
878,42,0,10,64.0,2.0
879,98,0,25,47.0,3.0
880,237,0,56,80.0,3.5
881,220,0,43,78.4,3.0
882,131,0,24,61.0,1.0
883,56,0,51,81.0,2.0
884,447,2,5,62.0,3.0
885,267,1,167,84.0,0.5
886,78,0,40,89.0,1.0
887,198,0,3,80.0,2.0
888,161,0,44,88.0,2.5
889,254,1,43,44.0,3.0
890,273,1,54,87.0,2.0
891,30,0,20,43.0,4.0
892,412,2,20,69.0,4.0
893,19,0,40,90.0,1.0
894,271,1,22,74.0,2.0
895,99,0,25,93.0,3.0
896,224,0,45,65.0,3.0
897,365,2,109,82.0,3.0
898,130,0,6,75.0,4.0
899,373,2,26,76.0,1.0
900,260,1,55,73.0,2.0
901,172,0,57,73.0,3.0
902,368,2,12,70.0,1.0
903,206,0,36,74.0,4.0
904,190,0,49,88.0,1.0
905,479,2,26,85.0,1.0
906,460,2,113,65.0,2.5
907,108,0,40,85.0,1.0
908,299,1,153,88.0,3.0
909,341,1,2,90.0,1.0
910,49,0,54,89.0,2.0
911,467,2,24,97.0,1.0
912,50,0,29,55.0,3.0
913,322,1,59,90.0,1.0
914,449,2,7,80.0,6.0
915,41,0,13,90.0,2.0
916,51,0,51,66.0,2.0
917,99,0,56,85.0,3.5
918,236,0,53,72.0,3.0
919,162,0,22,74.0,2.0
920,32,0,51,84.0,2.0
921,159,0,21,83.0,1.0
922,47,0,31,95.0,1.0
923,329,1,19,70.0,3.0
924,221,0,131,82.0,2.5
925,394,2,195,89.0,2.0
926,411,2,40,90.0,1.0
927,475,2,15,72.0,3.5
928,47,0,8,88.0,6.0
929,191,0,22,75.0,2.0
930,295,1,10,69.0,2.0
931,364,2,109,85.0,3.0
932,183,0,13,72.0,2.0
933,38,0,45,45.0,3.0
934,393,2,114,76.0,3.0
935,454,2,45,37.0,3.0
936,49,0,26,72.0,1.0
937,364,2,17,65.0,4.0
938,455,2,200,85.0,3.0
939,259,1,45,85.0,3.0
940,112,0,127,84.0,3.0
941,76,0,50,83.0,4.0
942,439,2,23,89.0,2.0
943,442,2,11,89.0,1.0
944,149,0,132,70.0,2.5
945,320,1,26,75.0,1.0
946,230,0,24,95.0,1.0
947,263,1,42,83.0,1.0
948,306,1,48,73.0,6.0
949,339,1,0,88.0,3.0
950,316,1,21,90.0,1.0
951,132,0,20,60.0,4.0
952,243,0,25,92.0,3.0
953,370,2,105,69.0,3.0
954,333,1,124,80.0,0.5
955,295,1,173,92.0,1.0
956,491,2,187,80.0,0.5
957,40,0,5,90.0,3.0
958,267,1,166,90.0,1.0
959,346,2,16,78.0,4.5
960,81,0,16,80.0,4.5
961,492,2,28,82.0,1.0
962,258,1,45,89.0,3.0
963,80,0,23,68.0,2.0
964,234,0,19,82.0,3.0
965,341,1,40,90.0,1.0
966,410,2,37,79.0,2.0
967,407,2,5,98.0,3.0
968,103,0,52,86.0,1.0
969,81,0,45,67.0,3.0
970,426,2,36,77.0,4.0
971,98,0,3,80.0,2.0
972,240,0,55,69.0,2.0
973,308,1,30,60.0,1.0
974,349,2,12,86.0,1.0
975,123,0,10,53.0,2.0
976,372,2,58,90.0,2.0
977,357,2,191,76.0,3.0
978,73,0,30,79.0,1.0
979,80,0,50,72.0,4.0
980,365,2,1,73.0,4.0
981,108,0,39,79.0,1.0
982,362,2,39,79.0,1.0
983,307,1,59,70.0,1.0
984,468,2,7,76.0,6.0
985,401,2,55,73.0,2.0
986,457,2,36,71.0,4.0
987,269,1,2,90.0,1.0
988,354,2,59,82.0,1.0
989,391,2,21,80.0,1.0
990,316,1,26,85.0,1.0
991,21,0,9,60.0,4.5
992,366,2,55,75.0,2.0
993,185,0,55,79.0,2.0
994,339,1,43,93.0,3.0
995,445,2,109,96.0,3.0
996,202,0,32,83.0,8.0
997,161,0,0,90.0,3.0
998,218,0,52,70.0,1.0
999,294,1,28,80.0,1.0
1000,298,1,29,76.0,3.0
1001,80,0,123,60.0,2.5
1002,340,1,40,90.0,1.0
1003,297,1,5,78.0,3.0
1004,76,0,43,82.0,3.0
1005,402,2,26,76.0,1.0
1006,225,0,31,90.0,1.0
1007,392,2,45,63.0,3.0
1008,415,2,105,79.0,3.0
1009,308,1,13,77.0,2.0
1010,394,2,1,71.0,4.0
1011,428,2,19,63.0,3.0
1012,131,0,21,88.0,1.0
1013,55,0,116,91.0,2
1014,81,0,111,69.0,2.5
1015,25,0,105,82.0,3.0
1016,373,2,109,85.0,3.0
1017,184,0,134,68.0,2.5
1018,117,0,121,84.0,2.0
1019,417,2,54,90.0,2.0
1020,11,0,43,70.0,3.0
1021,184,0,1,66.0,4.0
1022,153,0,26,70.0,1.0
1023,83,0,45,89.0,3.0
1024,319,1,8,68.0,6.0
1025,269,1,17,66.0,4.0
1026,317,1,12,88.0,1.0
1027,399,2,50,80.0,4.0
1028,434,2,35,95.0,4.0
1029,221,0,22,80.0,2.0
1030,185,0,12,88.0,1.0
1031,97,0,134,88.0,2.5
1032,492,2,15,71.0,3.5
1033,73,0,37,69.0,2.0
1034,124,0,6,82.0,4.0
1035,154,0,37,65.0,2.0
1036,373,2,73,80.0,0.5
1037,56,0,1,69.0,4.0
1038,352,2,43,70.0,3.0
1039,435,2,189,94.0,3.0
1040,25,0,12,83.0,1.0
1041,469,2,42,82.0,1.0
1042,261,1,157,83.0,1.0
1043,20,0,110,73.0,3.5
1044,19,0,0,77.0,3.0
1045,29,0,25,60.0,3.0
1046,15,0,119,44.0,3.0
1047,300,1,58,63.0,2.0
1048,312,1,8,69.0,6.0
1049,261,1,166,90.0,1.0
1050,79,0,51,70.0,2.0
1051,464,2,43,75.0,3.0
1052,308,1,49,85.0,1.0
1053,459,2,200,82.0,3.0
1054,227,0,117,69.0,3.5
1055,143,0,46,85.0,2.0
1056,336,1,49,80.0,1.0
1057,432,2,55,82.0,2.0
1058,84,0,40,94.0,1.0
1059,378,2,55,87.0,2.0
1060,40,0,44,86.0,2.5
1061,448,2,1,73.0,4.0
1062,365,2,190,79.0,3.0
1063,142,0,134,73.0,2.5
1064,256,1,52,86.0,1.0
1065,162,0,3,74.0,2.0
1066,138,0,25,86.0,3.0
1067,14,0,32,89.0,8.0
1068,376,2,7,79.0,6.0
1069,27,0,49,93.0,1.0
1070,306,1,5,73.0,3.0
1071,282,1,165,85.0,3.0
1072,439,2,22,79.0,2.0
1073,473,2,26,85.0,1.0
1074,420,2,114,65.0,3.0
1075,313,1,31,95.0,1.0
1076,394,2,187,60.0,0.5
1077,44,0,31,95.0,1.0
1078,334,1,55,84.0,2.0
1079,41,0,14,90.0,3.0
1080,364,2,19,80.0,3.0
1081,434,2,200,61.0,3.0
1082,302,1,52,75.0,1.0
1083,214,0,28,80.0,1.0
1084,305,1,48,80.0,6.0
1085,235,0,17,78.0,4.0
1086,267,1,146,83.0,3.0
1087,145,0,57,60.0,3.0
1088,4,0,21,84.0,1.0
1089,316,1,167,84.0,0.5
1090,69,0,3,75.0,2.0
1091,149,0,58,76.0,2.0
1092,254,1,49,75.0,1.0
1093,139,0,45,69.0,3.0
1094,15,0,24,96.0,1.0
1095,13,0,6,61.0,4.0
1096,133,0,43,80.0,3.0
1097,457,2,12,86.0,1.0
1098,193,0,116,72.0,2.0
1099,16,0,116,92.0,2
1100,14,0,19,81.0,3.0
1101,70,0,39,69.0,1.0
1102,88,0,25,91.0,3
1103,309,1,157,85.0,1.0
1104,377,2,2,83.0,1.0
1105,295,1,45,69.0,3.0
1106,293,1,54,90.0,2.0
1107,491,2,24,93.0,1.0
1108,324,1,5,70.0,3.0
1109,154,0,50,68.0,4.0
1110,88,0,38,84.0,2.0
1111,252,0,58,83.0,2.0
1112,96,0,20,61.0,4.0
1113,141,0,1,75.0,4.0
1114,166,0,15,83.0,3.5
1115,272,1,113,76.0,2.5
1116,95,0,34,86.0,2.5
1117,254,1,63,76.0,1.0
1118,213,0,113,30.0,2.5
1119,181,0,36,83.0,4.0
1120,322,1,2,96.0,1.0
1121,358,2,187,95.0,0.5
1122,79,0,26,68.0,1.0
1123,44,0,117,77.0,3.5
1124,167,0,58,79.0,2.0
1125,375,2,39,84.0,1.0
1126,275,1,50,80.0,4.0
1127,185,0,18,85.0,2.5
1128,488,2,73,94.0,0.5
1129,275,1,109,87.0,3.0
1130,287,1,157,82.0,1.0
1131,430,2,191,82.0,3.0
1132,337,1,10,40.0,2.0
1133,318,1,166,92.0,1.0
1134,350,2,48,91.0,6.0
1135,272,1,116,84.0,2.0
1136,94,0,3,60.0,2.0
1137,489,2,11,87.0,1.0
1138,329,1,50,81.0,4.0
1139,17,0,10,69.0,2.0
1140,370,2,114,63.0,3.0
1141,256,1,157,87.0,1.0
1142,113,0,125,72.0,1.0
1143,449,2,29,89.0,3.0
1144,297,1,51,84.0,2.0
1145,306,1,26,85.0,1.0
1146,104,0,125,84.0,1.0
1147,388,2,12,78.0,1.0
1148,274,1,162,75.0,3.0
1149,353,2,54,86.0,2.0
1150,330,1,31,95.0,1.0
1151,446,2,37,64.0,2.0
1152,81,0,39,73.0,1.0
1153,128,0,26,85.0,1.0
1154,403,2,30,65.0,1.0
1155,35,0,32,81.0,8.0
1156,182,0,41,82.0,1.0
1157,48,0,52,78.0,1.0
1158,64,0,38,55.0,2.0
1159,55,0,57,77.0,3.0
1160,309,1,124,80.0,0.5
1161,408,2,12,68.0,1.0
1162,203,0,12,89.0,1.0
1163,224,0,50,68.0,4.0
1164,336,1,0,69.0,3.0
1165,299,1,22,85.0,2.0
1166,323,1,166,93.0,1.0
1167,141,0,3,82.0,2.0
1168,452,2,16,86.0,4.5
1169,437,2,29,94.0,3.0
1170,185,0,31,90.0,1.0
1171,442,2,52,60.0,1.0
1172,304,1,153,84.0,3.0
1173,424,2,73,75.0,0.5
1174,58,0,10,78.0,2.0
1175,30,0,22,78.0,2.0
1176,164,0,28,88.0,1.0
1177,15,0,54,89.0,2.0
1178,29,0,54,88.0,2.0
1179,407,2,10,93.0,2.0
1180,4,0,117,76.0,3.5
1181,171,0,55,60.0,2.0
1182,315,1,45,73.0,3.0
1183,400,2,114,61.0,3.0
1184,148,0,22,73.0,2.0
1185,444,2,42,76.0,1.0
1186,460,2,191,76.0,3.0
1187,22,0,26,60.0,1.0
1188,138,0,58,75.0,2.0
1189,201,0,2,84.0,1.0
1190,77,0,47,67.0,3.0
1191,420,2,16,85.0,4.5
1192,405,2,57,68.0,3.0
1193,247,0,26,70.0,1.0
1194,86,0,48,68.0,6.0
1195,479,2,49,84.0,1.0
1196,104,0,134,82.0,2.5
1197,259,1,6,82.0,4.0
1198,423,2,20,88.0,4.0
1199,444,2,37,79.0,2.0
1200,193,0,58,62.0,2.0
1201,398,2,105,82.0,3.0
1202,42,0,9,52.0,4.5
1203,399,2,57,81.0,3.0
1204,89,0,20,78.0,4.0
1205,64,0,123,60.0,2.5
1206,39,0,20,77.0,4.0
1207,438,2,28,86.0,1.0
1208,223,0,20,69.0,4.0
1209,474,2,20,71.0,4.0
1210,64,0,9,66.0,4.5
1211,363,2,105,77.0,3.0
1212,42,0,1,63.0,4.0
1213,272,1,31,95.0,1.0
1214,453,2,7,85.0,6.0
1215,351,2,23,89.0,2.0
1216,172,0,8,63.0,6.0
1217,469,2,55,77.0,2.0
1218,356,2,35,86.0,4.0
1219,34,0,21,74.0,1.0
1220,50,0,11,85.0,1.0
1221,315,1,168,73.0,2.0
1222,302,1,42,43.0,1.0
1223,31,0,115,87.0,1.0
1224,172,0,37,89.0,2.0
1225,37,0,41,87.0,1.0
1226,463,2,23,89.0,2.0
1227,284,1,29,52.0,3.0
1228,94,0,8,68.0,6.0
1229,190,0,28,70.0,1.0
1230,139,0,25,61.0,3.0
1231,60,0,11,88.0,1.0
1232,448,2,73,84.0,0.5
1233,333,1,105,91.0,3.0
1234,220,0,34,82.4,2.5
1235,196,0,17,75.0,4.0
1236,112,0,57,71.0,3.0
1237,388,2,42,81.0,1.0
1238,256,1,13,84.0,2.0
1239,470,2,5,54.0,3.0
1240,323,1,8,85.0,6.0
1241,172,0,109,75.0,3.0
1242,101,0,22,80.0,2.0
1243,104,0,42,95.0,1.0
1244,267,1,165,83.0,3.0
1245,247,0,17,72.0,4.0
1246,151,0,30,80.0,1.0
1247,171,0,43,72.0,3.0
1248,380,2,28,80.0,1.0
1249,192,0,54,85.0,2.0
1250,140,0,110,40.0,3.5
1251,111,0,109,69.0,3.0
1252,337,1,5,44.0,3.0
1253,360,2,114,82.0,3.0
1254,280,1,36,90.0,4.0
1255,84,0,43,60.0,3.0
1256,134,0,53,84.0,3.0
1257,156,0,129,89.0,2.5
1258,476,2,191,71.0,3.0
1259,299,1,55,88.0,2.0
1260,275,1,127,89.0,3.0
1261,391,2,9,83.0,4.5
1262,253,1,74,80.0,3.0
1263,105,0,109,80.0,3.0
1264,413,2,73,74.0,0.5
1265,388,2,9,87.0,4.5
1266,104,0,17,54.0,4.0
1267,172,0,50,78.0,4.0
1268,253,1,80,77.0,2.0
1269,131,0,39,78.0,1.0
1270,324,1,7,88.0,6.0
1271,252,0,127,84.0,3.0
1272,446,2,190,83.0,3.0
1273,233,0,19,79.0,3.0
1274,425,2,57,70.0,3.0
1275,311,1,24,89.0,1.0
1276,143,0,7,80.0,6.0
1277,148,0,127,79.0,3.0
1278,136,0,31,90.0,1.0
1279,280,1,105,90.0,3.0
1280,64,0,28,80.0,1.0
1281,244,0,24,94.0,1.0
1282,423,2,193,80.0,1.0
1283,480,2,195,58.0,2.0
1284,186,0,13,84.0,2.0
1285,393,2,5,93.0,3.0
1286,367,2,40,90.0,1.0
1287,283,1,124,88.0,0.5
1288,417,2,49,93.0,1.0
1289,442,2,200,77.0,3.0
1290,405,2,37,98.0,2.0
1291,476,2,30,64.0,1.0
1292,374,2,42,77.0,1.0
1293,146,0,56,77.0,3.5
1294,273,1,172,88.0,2.0
1295,280,1,37,88.0,2.0
1296,96,0,14,71.0,3.0
1297,390,2,19,92.0,3.0
1298,23,0,8,73.0,6.0
1299,80,0,43,65.0,3.0
1300,72,0,48,80.0,6.0
1301,373,2,113,82.0,2.5
1302,127,0,9,76.0,4.5
1303,191,0,36,76.0,4.0
1304,50,0,24,87.0,1.0
1305,345,2,32,85.0,8.0
1306,232,0,48,88.0,6.0
1307,166,0,43,87.0,3.0
1308,437,2,55,74.0,2.0
1309,383,2,30,97.0,1.0
1310,127,0,28,88.0,1.0
1311,141,0,35,82.0,4.0
1312,440,2,105,72.0,3.0
1313,292,1,30,64.0,1.0
1314,475,2,191,80.0,3.0
1315,454,2,51,87.0,2.0
1316,53,0,10,51.0,2.0
1317,210,0,26,85.0,1.0
1318,275,1,29,86.0,3.0
1319,478,2,192,84.0,2.0
1320,446,2,36,75.0,4.0
1321,203,0,134,80.0,2.5
1322,353,2,30,79.0,1.0
1323,342,1,54,85.0,2.0
1324,91,0,31,95.0,1.0
1325,131,0,117,60.0,3.5
1326,130,0,37,82.0,2.0
1327,442,2,189,100.0,3.0
1328,223,0,10,92.0,2.0
1329,247,0,16,81.0,4.5
1330,272,1,2,90.0,1.0
1331,163,0,109,65.0,3.0
1332,460,2,8,90.0,6.0
1333,189,0,42,75.0,1.0
1334,449,2,6,77.0,4.0
1335,183,0,29,93.0,3.0
1336,373,2,58,83.0,2.0
1337,179,0,16,86.0,4.5
1338,453,2,10,85.0,2.0
1339,424,2,37,91.0,2.0
1340,249,0,56,69.0,3.5
1341,466,2,55,80.0,2.0
1342,377,2,105,90.0,3.0
1343,437,2,24,97.0,1.0
1344,489,2,35,86.0,4.0
1345,317,1,5,88.0,3.0
1346,485,2,21,89.0,1.0
1347,345,2,40,95.0,1.0
1348,186,0,135,88.0,1.0
1349,31,0,122,66.0,2.5
1350,56,0,57,89.0,3.0
1351,21,0,49,83.0,1.0
1352,469,2,8,71.0,6.0
1353,352,2,191,83.0,3.0
1354,278,1,30,60.0,1.0
1355,240,0,9,60.0,4.5
1356,103,0,29,96.0,3.0
1357,212,0,29,90.0,3.0
1358,85,0,111,80.0,2.5
1359,214,0,35,96.0,4.0
1360,341,1,10,66.0,2.0
1361,375,2,3,83.0,2.0
1362,482,2,25,78.0,3.0
1363,462,2,7,85.0,6.0
1364,205,0,123,63.0,2.5
1365,388,2,184,85.0,3.0
1366,239,0,28,81.0,1.0
1367,400,2,10,72.0,2.0
1368,285,1,43,53.0,3.0
1369,465,2,194,53.0,2.0
1370,269,1,1,71.0,4.0
1371,209,0,22,76.0,2.0
1372,45,0,9,82.0,4.5
1373,162,0,31,95.0,1.0
1374,482,2,2,81.0,1.0
1375,442,2,25,92.0,3.0
1376,162,0,30,80.0,1.0
1377,473,2,188,79.0,3.0
1378,450,2,20,60.0,4.0
1379,298,1,49,85.0,1.0
1380,185,0,3,77.0,2.0
1381,268,1,50,67.0,4.0
1382,20,0,50,69.0,4.0
1383,79,0,58,79.0,2.0
1384,178,0,31,90.0,1.0
1385,18,0,44,89.0,2.5
1386,289,1,168,83.0,2.0
1387,437,2,105,73.0,3.0
1388,46,0,6,63.0,4.0
1389,322,1,17,63.0,4.0
1390,113,0,52,65.0,1.0
1391,456,2,191,65.0,3.0
1392,330,1,12,86.0,1.0
1393,82,0,58,78.0,2.0
1394,444,2,5,66.0,3.0
1395,35,0,12,66.0,1.0
1396,335,1,46,0.0,2.0
1397,127,0,54,85.0,2.0
1398,35,0,11,80.0,1.0
1399,323,1,35,85.0,4.0
1400,301,1,17,78.0,4.0
1401,358,2,26,92.0,1.0
1402,184,0,40,83.0,1.0
1403,175,0,8,77.0,6.0
1404,31,0,109,71.0,3
1405,436,2,40,86.0,1.0
1406,125,0,27,99.0,2.0
1407,180,0,20,78.0,4.0
1408,274,1,17,65.0,4.0
1409,158,0,31,90.0,1.0
1410,4,0,10,79.0,2.0
1411,1,0,0,76.0,3.0
1412,69,0,110,60.0,3.5
1413,152,0,22,54.0,2.0
1414,280,1,9,82.0,4.5
1415,278,1,12,84.0,1.0
1416,463,2,58,82.0,2.0
1417,11,0,21,70.0,1.0
1418,29,0,31,95.0,1.0
1419,234,0,113,73.0,2.5
1420,228,0,12,86.0,1.0
1421,469,2,32,90.0,8.0
1422,227,0,109,75.0,3.0
1423,197,0,46,90.0,2.0
1424,89,0,17,63.0,4.0
1425,284,1,166,90.0,1.0
1426,390,2,25,84.0,3.0
1427,90,0,23,79.0,2.0
1428,479,2,73,87.0,0.5
1429,274,1,19,41.0,3.0
1430,371,2,191,81.0,3.0
1431,213,0,6,74.0,4.0
1432,420,2,35,86.0,4.0
1433,21,0,14,62.0,3.0
1434,34,0,1,51.0,4.0
1435,311,1,58,85.0,2.0
1436,39,0,0,81.0,3.0
1437,12,0,49,88.0,1.0
1438,355,2,7,84.0,6.0
1439,330,1,45,62.0,3.0
1440,335,1,37,75.0,2.0
1441,115,0,53,63.0,3.0
1442,401,2,11,90.0,1.0
1443,334,1,109,81.0,3.0
1444,111,0,50,82.0,4.0
1445,220,0,5,69.0,3.0
1446,428,2,17,70.0,4.0
1447,63,0,12,66.0,1.0
1448,491,2,54,80.0,2.0
1449,46,0,52,80.0,1.0
1450,423,2,37,90.0,2.0
1451,476,2,35,81.0,4.0
1452,56,0,16,88.0,4.5
1453,171,0,115,84.0,1.0
1454,59,0,0,69.0,3.0
1455,235,0,28,83.0,1.0
1456,120,0,127,72.0,3.0
1457,42,0,11,81.0,1.0
1458,255,1,51,74.0,2.0
1459,199,0,12,88.0,1.0
1460,290,1,165,82.0,3.0
1461,289,1,11,92.0,1.0
1462,432,2,23,84.0,2.0
1463,216,0,37,78.0,2.0
1464,1,0,8,89.0,6.0
1465,152,0,110,75.0,3.5
1466,18,0,1,95.0,4.0
1467,60,0,24,98.0,1.0
1468,245,0,127,88.0,3.0
1469,487,2,105,75.0,3.0
1470,431,2,55,81.0,2.0
1471,60,0,57,84.0,3.0
1472,462,2,16,83.0,4.5
1473,258,1,36,85.0,4.0
1474,373,2,12,80.0,1.0
1475,483,2,10,61.0,2.0
1476,172,0,49,82.0,1.0
1477,480,2,30,90.0,1.0
1478,258,1,35,84.0,4.0
1479,117,0,21,89.0,1.0
1480,28,0,32,80.0,8.0
1481,388,2,36,80.0,4.0
1482,280,1,25,97.0,3
1483,347,2,23,80.0,2.0
1484,326,1,9,83.0,4.5
1485,169,0,42,75.0,1.0
1486,294,1,24,84.0,1.0
1487,431,2,29,91.0,3.0
1488,419,2,37,94.0,2.0
1489,148,0,51,76.0,2.0
1490,221,0,28,75.0,1.0
1491,314,1,31,100.0,1.0
1492,273,1,50,73.0,4.0
1493,265,1,55,84.0,2.0
1494,195,0,2,79.0,1.0
1495,430,2,12,94.0,1.0
1496,324,1,50,81.0,4.0
1497,456,2,49,80.0,1.0
1498,441,2,11,75.0,1.0
1499,72,0,1,66.0,4.0
1500,427,2,26,85.0,1.0
1501,472,2,58,74.0,2.0
1502,137,0,16,0.0,4.5
1503,271,1,56,78.0,3.5
1504,486,2,32,90.0,8.0
1505,292,1,39,78.0,1.0
1506,325,1,31,90.0,1.0
1507,184,0,35,77.0,4.0
1508,336,1,24,88.0,1.0
1509,236,0,134,84.0,2.5
1510,95,0,12,82.0,1.0
1511,456,2,29,83.0,3.0
1512,106,0,29,91.0,3.0
1513,181,0,53,85.8,3.0
1514,356,2,5,91.0,3.0
1515,435,2,31,90.0,1.0
1516,465,2,13,67.0,2.0
1517,127,0,2,87.0,1.0
1518,322,1,48,90.0,6.0
1519,81,0,31,95.0,1.0
1520,69,0,117,69.0,3.5
1521,309,1,36,65.0,4.0
1522,89,0,16,86.0,4.5
1523,227,0,119,63.0,3.0
1524,160,0,56,74.0,3.5
1525,152,0,26,90.0,1.0
1526,397,2,48,84.0,6.0
1527,336,1,153,60.0,3.0
1528,240,0,56,49.0,3.5
1529,440,2,24,84.0,1.0
1530,107,0,28,75.0,1.0
1531,334,1,26,90.0,1.0
1532,326,1,127,72.0,3.0
1533,170,0,1,31.0,4.0
1534,297,1,30,64.0,1.0
1535,457,2,37,90.0,2.0
1536,80,0,5,79.0,3.0
1537,232,0,35,93.0,4.0
1538,221,0,49,84.0,1.0
1539,349,2,105,85.0,3.0
1540,328,1,37,89.0,2.0
1541,146,0,125,82.0,1.0
1542,120,0,12,88.0,1.0
1543,432,2,19,90.0,3.0
1544,348,2,3,81.0,2.0
1545,429,2,188,90.0,3.0
1546,54,0,22,81.0,2.0
1547,208,0,57,78.0,3.0
1548,380,2,109,83.0,3.0
1549,151,0,58,80.0,2.0
1550,261,1,6,80.0,4.0
1551,327,1,48,74.0,6.0
1552,460,2,58,68.0,2.0
1553,63,0,49,80.0,1.0
1554,66,0,7,83.0,6.0
1555,68,0,28,87.0,1.0
1556,307,1,28,69.0,1.0
1557,384,2,2,86.0,1.0
1558,82,0,20,68.0,4.0
1559,481,2,28,80.0,1.0
1560,307,1,51,74.0,2.0
1561,219,0,11,79.0,1.0
1562,403,2,28,84.0,1.0
1563,172,0,20,83.0,4.0
1564,339,1,10,75.0,2.0
1565,117,0,10,82.0,2.0
1566,378,2,28,71.0,1.0
1567,46,0,41,78.0,1.0
1568,367,2,187,95.0,0.5
1569,335,1,16,67.0,4.5
1570,110,0,105,74.0,3.0
1571,330,1,3,74.0,2.0
1572,185,0,47,69.0,3.0
1573,449,2,12,82.0,1.0
1574,155,0,42,96.0,1.0
1575,7,0,41,86.0,1.0
1576,2,0,88,80.0,1.0
1577,425,2,42,87.0,1.0
1578,157,0,26,70.0,1.0
1579,118,0,55,85.0,2.0
1580,102,0,28,88.0,1.0
1581,342,1,46,84.0,2.0
1582,466,2,187,85.0,0.5
1583,233,0,49,76.0,1.0
1584,11,0,17,57.0,4.0
1585,362,2,48,73.0,6.0
1586,442,2,59,90.0,1.0
1587,263,1,26,72.0,1.0
1588,404,2,17,76.0,4.0
1589,44,0,29,80.0,3.0
1590,80,0,41,85.0,1.0
1591,416,2,13,79.0,2.0
1592,290,1,168,87.0,2.0
1593,83,0,36,88.0,4.0
1594,454,2,8,78.0,6.0
1595,460,2,109,72.0,3.0
1596,228,0,32,95.0,8.0
1597,374,2,26,88.0,1.0
1598,223,0,135,86.0,1.0
1599,42,0,36,90.0,4.0
1600,5,0,8,66.0,6.0
1601,114,0,112,86.0,3.0
1602,33,0,48,91.0,6.0
1603,10,0,51,75.0,2.0
1604,270,1,17,46.0,4.0
1605,70,0,40,70.0,1.0
1606,280,1,29,90.0,3.0
1607,418,2,53,78.0,3.0
1608,259,1,162,85.0,3.0
1609,304,1,105,94.0,3.0
1610,348,2,57,77.0,3.0
1611,297,1,48,81.0,6.0
1612,285,1,19,77.0,3.0
1613,324,1,163,80.0,3.5
1614,234,0,131,79.0,2.5
1615,379,2,35,77.0,4.0
1616,249,0,133,84.0,2.5
1617,102,0,50,81.0,4.0
1618,298,1,25,79.0,3
1619,436,2,3,77.0,2.0
1620,148,0,42,81.0,1.0
1621,288,1,3,74.0,2.0
1622,6,0,54,90.0,2.0
1623,250,0,9,71.0,4.5
1624,450,2,10,75.0,2.0
1625,116,0,12,88.0,1.0
1626,96,0,59,77.0,1
1627,220,0,10,65.6,2.0
1628,14,0,38,94.0,2.0
1629,316,1,52,65.0,1.0
1630,101,0,56,64.0,3.5
1631,112,0,35,92.0,4.0
1632,373,2,190,90.0,3.0
1633,340,1,13,74.0,2.0
1634,23,0,4,77.0,2.0
1635,101,0,36,74.0,4.0
1636,234,0,125,75.0,1.0
1637,288,1,157,88.0,1.0
1638,320,1,42,60.0,1.0
1639,138,0,6,54.0,4.0
1640,434,2,73,84.0,0.5
1641,136,0,57,78.0,3.0
1642,74,0,37,83.0,2.0
1643,179,0,17,72.0,4.0
1644,150,0,25,68.0,3.0
1645,4,0,3,72.0,2.0
1646,405,2,20,67.0,4.0
1647,260,1,58,76.0,2.0
1648,19,0,12,83.0,1.0
1649,192,0,26,85.0,1.0
1650,249,0,35,87.0,4.0
1651,214,0,1,74.0,4.0
1652,69,0,32,75.0,8.0
1653,428,2,10,61.0,2.0
1654,235,0,9,96.0,4.5
1655,114,0,116,87.0,2.0
1656,73,0,27,77.0,2.0
1657,187,0,117,60.0,3.5
1658,154,0,122,61.0,2.5
1659,332,1,6,78.0,4.0
1660,126,0,26,85.0,1.0
1661,245,0,5,95.0,3.0
1662,239,0,56,80.0,3.5
1663,314,1,146,70.0,3.0
1664,23,0,7,85.0,6.0
1665,138,0,135,91.0,1.0
1666,226,0,40,90.0,1.0
1667,410,2,16,89.0,4.5
1668,487,2,113,60.0,2.5
1669,478,2,5,96.0,3.0
1670,55,0,111,96.0,2.5
1671,20,0,10,73.0,2.0
1672,32,0,55,75.0,2.0
1673,414,2,28,74.0,1.0
1674,213,0,115,88.0,1.0
1675,389,2,190,90.0,3.0
1676,205,0,27,99.0,2.0
1677,300,1,162,87.0,3.0
1678,459,2,77,78.0,4.0
1679,75,0,28,75.0,1.0
1680,202,0,49,70.0,1.0
1681,310,1,157,84.0,1.0
1682,37,0,43,25.0,3.0
1683,260,1,157,80.0,1.0
1684,384,2,109,82.0,3.0
1685,465,2,30,72.0,1.0
1686,263,1,3,71.0,2.0
1687,157,0,36,78.0,4.0
1688,295,1,49,86.0,1.0
1689,396,2,21,82.0,1.0
1690,54,0,114,67.0,3.0
1691,343,1,43,55.0,3.0
1692,42,0,55,60.0,2.0
1693,401,2,188,87.0,3.0
1694,492,2,51,80.0,2.0
1695,334,1,21,79.0,1.0
1696,81,0,119,65.0,3.0
1697,260,1,35,76.0,4.0
1698,85,0,52,85.0,1.0
1699,311,1,40,82.0,1.0
1700,205,0,11,78.0,1.0
1701,40,0,53,70.0,3.0
1702,469,2,25,97.0,3.0
